Lugar de condena;Tipo de Delito;Periodo;
07 Castilla y León;1.2 Asesinato;2014;4
07 Castilla y León;1.2 Asesinato;2013;17
07 Castilla y León;1.3 Homicidio por imprudencia;2019;31
07 Castilla y León;1.3 Homicidio por imprudencia;2018;30
07 Castilla y León;1.3 Homicidio por imprudencia;2017;28
07 Castilla y León;1.3 Homicidio por imprudencia;2016;34
07 Castilla y León;1.3 Homicidio por imprudencia;2015;53
07 Castilla y León;1.3 Homicidio por imprudencia;2014;37
07 Castilla y León;1.3 Homicidio por imprudencia;2013;61
07 Castilla y León;1.4 Inducción al suicidio;2019;0
07 Castilla y León;1.4 Inducción al suicidio;2018;0
07 Castilla y León;1.4 Inducción al suicidio;2017;0
07 Castilla y León;1.4 Inducción al suicidio;2016;0
07 Castilla y León;1.4 Inducción al suicidio;2015;""
07 Castilla y León;1.4 Inducción al suicidio;2014;""
07 Castilla y León;1.4 Inducción al suicidio;2013;1
07 Castilla y León;3 Lesiones;2019;3.171
07 Castilla y León;3 Lesiones;2018;3.059
07 Castilla y León;3 Lesiones;2017;2.938
07 Castilla y León;3 Lesiones;2016;2.431
07 Castilla y León;3 Lesiones;2015;1.560
07 Castilla y León;3 Lesiones;2014;1.554
07 Castilla y León;3 Lesiones;2013;1.593
07 Castilla y León;6 Contra la libertad;2019;1.376
07 Castilla y León;6 Contra la libertad;2018;1.279
07 Castilla y León;6 Contra la libertad;2017;1.286
07 Castilla y León;6 Contra la libertad;2016;1.092
07 Castilla y León;6 Contra la libertad;2015;560
07 Castilla y León;6 Contra la libertad;2014;502
07 Castilla y León;6 Contra la libertad;2013;519
07 Castilla y León;6.2 Amenazas;2019;1.095
07 Castilla y León;6.2 Amenazas;2018;1.034
07 Castilla y León;6.2 Amenazas;2017;1.044
07 Castilla y León;6.2 Amenazas;2016;912
07 Castilla y León;6.2 Amenazas;2015;468
07 Castilla y León;6.2 Amenazas;2014;408
07 Castilla y León;6.2 Amenazas;2013;425
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2019;281
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2018;245
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2017;242
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2016;180
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2015;92
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2014;94
07 Castilla y León;6.9 Coacciones y detenciones ilegales;2013;94
07 Castilla y León;7 Torturas e integridad moral;2019;376
07 Castilla y León;7 Torturas e integridad moral;2018;304
07 Castilla y León;7 Torturas e integridad moral;2017;267
07 Castilla y León;7 Torturas e integridad moral;2016;256
07 Castilla y León;7 Torturas e integridad moral;2015;168
07 Castilla y León;7 Torturas e integridad moral;2014;123
07 Castilla y León;7 Torturas e integridad moral;2013;147
07 Castilla y León;7.1 Trato degradante y violencia;2019;370
07 Castilla y León;7.1 Trato degradante y violencia;2018;296
07 Castilla y León;7.1 Trato degradante y violencia;2017;264
07 Castilla y León;7.1 Trato degradante y violencia;2016;254
07 Castilla y León;7.1 Trato degradante y violencia;2015;164
07 Castilla y León;7.1 Trato degradante y violencia;2014;123
07 Castilla y León;7.1 Trato degradante y violencia;2013;145
07 Castilla y León;7.2 Tortura;2019;5
07 Castilla y León;7.2 Tortura;2018;7
07 Castilla y León;7.2 Tortura;2017;3
07 Castilla y León;7.2 Tortura;2016;2
07 Castilla y León;7.2 Tortura;2015;4
07 Castilla y León;7.2 Tortura;2014;0
07 Castilla y León;7.2 Tortura;2013;2
07 Castilla y León;7.3 Otros;2019;1
07 Castilla y León;7.3 Otros;2018;1
07 Castilla y León;7.3 Otros;2017;0
07 Castilla y León;7.3 Otros;2016;0
07 Castilla y León;7.3 Otros;2015;0
07 Castilla y León;7.3 Otros;2014;0
07 Castilla y León;7.3 Otros;2013;0
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2019;140
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2018;98
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2017;88
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2016;98
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2015;120
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2014;87
07 Castilla y León;8 Contra la libertad e indemnidad sexuales;2013;138
07 Castilla y León;12 Contra las relaciones familiares;2019;215
07 Castilla y León;12 Contra las relaciones familiares;2018;201
07 Castilla y León;12 Contra las relaciones familiares;2017;191
07 Castilla y León;12 Contra las relaciones familiares;2016;224
07 Castilla y León;12 Contra las relaciones familiares;2015;238
07 Castilla y León;12 Contra las relaciones familiares;2014;263
07 Castilla y León;12 Contra las relaciones familiares;2013;290
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2019;215
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2018;201
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2017;191
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2016;223
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2015;236
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2014;263
07 Castilla y León;12.3 Contra los derechos y deberes familiares;2013;289
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2019;2
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2018;2
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2017;3
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2016;1
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2015;2
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2014;0
07 Castilla y León;12.3.1 Quebrantamiento de los deberes de custodia;2013;1
07 Castilla y León;12.3.2 Sustracción de menores;2019;4
07 Castilla y León;12.3.2 Sustracción de menores;2018;0
07 Castilla y León;12.3.2 Sustracción de menores;2017;3
07 Castilla y León;12.3.2 Sustracción de menores;2016;4
07 Castilla y León;12.3.2 Sustracción de menores;2015;2
07 Castilla y León;12.3.2 Sustracción de menores;2014;0
07 Castilla y León;12.3.2 Sustracción de menores;2013;10
07 Castilla y León;12.3.3 Abandono de familia;2019;209
07 Castilla y León;12.3.3 Abandono de familia;2018;199
07 Castilla y León;12.3.3 Abandono de familia;2017;185
07 Castilla y León;12.3.3 Abandono de familia;2016;218
07 Castilla y León;12.3.3 Abandono de familia;2015;232
07 Castilla y León;12.3.3 Abandono de familia;2014;263
07 Castilla y León;12.3.3 Abandono de familia;2013;278
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2019;0
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2018;0
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2017;0
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2016;1
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2015;2
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2014;0
07 Castilla y León;12.99 Otros delitos contra las relaciones familiares;2013;1
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2019;5.511
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2018;5.608
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2017;5.424
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2016;4.867
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2015;3.037
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2014;2.880
07 Castilla y León;13 Contra el patrimonio y el orden socioeconómico;2013;2.626
07 Castilla y León;13.1 Hurtos;2019;2.554
07 Castilla y León;13.1 Hurtos;2018;2.599
07 Castilla y León;13.1 Hurtos;2017;2.180
07 Castilla y León;13.1 Hurtos;2016;2.041
07 Castilla y León;13.1 Hurtos;2015;801
07 Castilla y León;13.1 Hurtos;2014;451
07 Castilla y León;13.1 Hurtos;2013;452
07 Castilla y León;13.2 Robos;2019;713
07 Castilla y León;13.2 Robos;2018;809
07 Castilla y León;13.2 Robos;2017;1.012
07 Castilla y León;13.2 Robos;2016;1.019
07 Castilla y León;13.2 Robos;2015;1.174
07 Castilla y León;13.2 Robos;2014;1.407
07 Castilla y León;13.2 Robos;2013;1.290
07 Castilla y León;13.2.1 Robo con violencia;2019;168
07 Castilla y León;13.2.1 Robo con violencia;2018;184
07 Castilla y León;13.2.1 Robo con violencia;2017;254
07 Castilla y León;13.2.1 Robo con violencia;2016;243
07 Castilla y León;13.2.1 Robo con violencia;2015;218
07 Castilla y León;13.2.1 Robo con violencia;2014;361
07 Castilla y León;13.2.1 Robo con violencia;2013;302
07 Castilla y León;13.2.2 Robo con fuerza;2019;545
07 Castilla y León;13.2.2 Robo con fuerza;2018;625
07 Castilla y León;13.2.2 Robo con fuerza;2017;758
07 Castilla y León;13.2.2 Robo con fuerza;2016;776
07 Castilla y León;13.2.2 Robo con fuerza;2015;956
07 Castilla y León;13.2.2 Robo con fuerza;2014;1.046
07 Castilla y León;13.2.2 Robo con fuerza;2013;988
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2019;29
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2018;53
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2017;59
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2016;42
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2015;61
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2014;72
07 Castilla y León;13.4 Robo y hurto de uso de vehículo;2013;101
07 Castilla y León;13.5 Usurpación;2019;129
07 Castilla y León;13.5 Usurpación;2018;139
07 Castilla y León;13.5 Usurpación;2017;227
07 Castilla y León;13.5 Usurpación;2016;193
07 Castilla y León;13.5 Usurpación;2015;136
07 Castilla y León;13.5 Usurpación;2014;100
07 Castilla y León;13.5 Usurpación;2013;55
07 Castilla y León;13.6 Defraudaciones;2019;1.426
07 Castilla y León;13.6 Defraudaciones;2018;1.323
07 Castilla y León;13.6 Defraudaciones;2017;1.312
07 Castilla y León;13.6 Defraudaciones;2016;1.052
07 Castilla y León;13.6 Defraudaciones;2015;496
07 Castilla y León;13.6 Defraudaciones;2014;482
07 Castilla y León;13.6 Defraudaciones;2013;405
07 Castilla y León;13.6.1 Estafas;2019;1.157
07 Castilla y León;13.6.1 Estafas;2018;1.095
07 Castilla y León;13.6.1 Estafas;2017;1.032
07 Castilla y León;13.6.1 Estafas;2016;822
07 Castilla y León;13.6.1 Estafas;2015;345
07 Castilla y León;13.6.1 Estafas;2014;361
07 Castilla y León;13.6.1 Estafas;2013;291
07 Castilla y León;13.6.2 BIS Apropiación indebida;2019;193
07 Castilla y León;13.6.2 BIS Apropiación indebida;2018;171
07 Castilla y León;13.6.2 BIS Apropiación indebida;2017;213
07 Castilla y León;13.6.2 BIS Apropiación indebida;2016;167
07 Castilla y León;13.6.2 BIS Apropiación indebida;2015;132
07 Castilla y León;13.6.2 BIS Apropiación indebida;2014;99
07 Castilla y León;13.6.2 BIS Apropiación indebida;2013;105
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2019;76
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2018;57
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2017;67
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2016;63
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2015;19
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2014;22
07 Castilla y León;13.6.3 Defraudaciones de fluido eléctrico;2013;9
07 Castilla y León;13.9 Daños;2019;495
07 Castilla y León;13.9 Daños;2018;503
07 Castilla y León;13.9 Daños;2017;467
07 Castilla y León;13.9 Daños;2016;350
07 Castilla y León;13.9 Daños;2015;190
07 Castilla y León;13.9 Daños;2014;200
07 Castilla y León;13.9 Daños;2013;188
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2019;85
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2018;95
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2017;71
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2016;84
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2015;85
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2014;80
07 Castilla y León;13.14 Receptación y blanqueo de capitales;2013;58
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2019;80
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2018;87
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2017;96
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2016;86
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2015;94
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2014;88
07 Castilla y León;13.99 Otros delitos contra el patrimonio y orden socioeconómico;2013;77
07 Castilla y León;17 Contra la seguridad colectiva;2019;3.890
07 Castilla y León;17 Contra la seguridad colectiva;2018;3.728
07 Castilla y León;17 Contra la seguridad colectiva;2017;3.649
07 Castilla y León;17 Contra la seguridad colectiva;2016;3.461
07 Castilla y León;17 Contra la seguridad colectiva;2015;3.864
07 Castilla y León;17 Contra la seguridad colectiva;2014;4.160
07 Castilla y León;17 Contra la seguridad colectiva;2013;4.764
07 Castilla y León;17.3 Contra la salud pública;2019;323
07 Castilla y León;17.3 Contra la salud pública;2018;249
07 Castilla y León;17.3 Contra la salud pública;2017;342
07 Castilla y León;17.3 Contra la salud pública;2016;362
07 Castilla y León;17.3 Contra la salud pública;2015;350
07 Castilla y León;17.3 Contra la salud pública;2014;346
07 Castilla y León;17.3 Contra la salud pública;2013;338
07 Castilla y León;17.4 Contra la seguridad vial;2019;3.558
07 Castilla y León;17.4 Contra la seguridad vial;2018;3.466
07 Castilla y León;17.4 Contra la seguridad vial;2017;3.282
07 Castilla y León;17.4 Contra la seguridad vial;2016;3.085
07 Castilla y León;17.4 Contra la seguridad vial;2015;3.503
07 Castilla y León;17.4 Contra la seguridad vial;2014;3.798
07 Castilla y León;17.4 Contra la seguridad vial;2013;4.413
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2019;9
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2018;13
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2017;25
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2016;14
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2015;11
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2014;16
07 Castilla y León;17.99 Otros delitos contra la seguridad colectiva;2013;13
07 Castilla y León;18 Falsedades;2019;253
07 Castilla y León;18 Falsedades;2018;294
07 Castilla y León;18 Falsedades;2017;204
07 Castilla y León;18 Falsedades;2016;224
07 Castilla y León;18 Falsedades;2015;275
07 Castilla y León;18 Falsedades;2014;250
07 Castilla y León;18 Falsedades;2013;255
07 Castilla y León;18.2 Falsedades documentales;2019;240
07 Castilla y León;18.2 Falsedades documentales;2018;281
07 Castilla y León;18.2 Falsedades documentales;2017;190
07 Castilla y León;18.2 Falsedades documentales;2016;212
07 Castilla y León;18.2 Falsedades documentales;2015;255
07 Castilla y León;18.2 Falsedades documentales;2014;226
07 Castilla y León;18.2 Falsedades documentales;2013;243
07 Castilla y León;18.2.1 Falsificación documentos públicos;2019;199
07 Castilla y León;18.2.1 Falsificación documentos públicos;2018;259
07 Castilla y León;18.2.1 Falsificación documentos públicos;2017;155
07 Castilla y León;18.2.1 Falsificación documentos públicos;2016;187
07 Castilla y León;18.2.1 Falsificación documentos públicos;2015;223
07 Castilla y León;18.2.1 Falsificación documentos públicos;2014;199
07 Castilla y León;18.2.1 Falsificación documentos públicos;2013;222
07 Castilla y León;18.2.2 Falsificación documentos privados;2019;34
07 Castilla y León;18.2.2 Falsificación documentos privados;2018;21
07 Castilla y León;18.2.2 Falsificación documentos privados;2017;33
07 Castilla y León;18.2.2 Falsificación documentos privados;2016;21
07 Castilla y León;18.2.2 Falsificación documentos privados;2015;21
07 Castilla y León;18.2.2 Falsificación documentos privados;2014;20
07 Castilla y León;18.2.2 Falsificación documentos privados;2013;17
07 Castilla y León;18.2.3 Falsificación de certificados;2019;6
07 Castilla y León;18.2.3 Falsificación de certificados;2018;1
07 Castilla y León;18.2.3 Falsificación de certificados;2017;2
07 Castilla y León;18.2.3 Falsificación de certificados;2016;3
07 Castilla y León;18.2.3 Falsificación de certificados;2015;8
07 Castilla y León;18.2.3 Falsificación de certificados;2014;5
07 Castilla y León;18.2.3 Falsificación de certificados;2013;4
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2019;1
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2018;0
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2017;0
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2016;1
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2015;3
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2014;2
07 Castilla y León;18.2.4 Falsificación de tarjetas de crédito;2013;0
07 Castilla y León;18.99 Otros delitos de las falsedades;2019;13
07 Castilla y León;18.99 Otros delitos de las falsedades;2018;13
07 Castilla y León;18.99 Otros delitos de las falsedades;2017;14
07 Castilla y León;18.99 Otros delitos de las falsedades;2016;12
07 Castilla y León;18.99 Otros delitos de las falsedades;2015;20
07 Castilla y León;18.99 Otros delitos de las falsedades;2014;24
07 Castilla y León;18.99 Otros delitos de las falsedades;2013;12
07 Castilla y León;19 Contra la Administración Pública;2019;59
07 Castilla y León;19 Contra la Administración Pública;2018;63
07 Castilla y León;19 Contra la Administración Pública;2017;71
07 Castilla y León;19 Contra la Administración Pública;2016;69
07 Castilla y León;19 Contra la Administración Pública;2015;82
07 Castilla y León;19 Contra la Administración Pública;2014;64
07 Castilla y León;19 Contra la Administración Pública;2013;76
07 Castilla y León;19.3 Desobediencia y denegación auxilio;2019;45
07 Castilla y León;19.3 Desobediencia y denegación auxilio;2018;56
07 Castilla y León;19.3 Desobediencia y denegación auxilio;2017;59
07 Castilla y León;19.3 Desobediencia y denegación auxilio;2016;52
07 Castilla y León;19.3 Desobediencia y denegación auxilio;2015;63
